item_id,legalbench_task,domain,expert_prompt,naive_calm_prompt,naive_distressed_prompt,concerns,fact_check_raw_response
diversity_6__test__188,diversity_6,civil_procedure_diversity,"Elijah is from New Hampshire. Evelyn is from New Mexico. Olivia is from Kansas. Sophia is from New Mexico. Elijah and Evelyn both sue Olivia for securities fraud for $49,000 and wrongful eviction for $56,000. Elijah and Evelyn both sue Sophia for patent infringement for $5,000 and defamation for $77,000.","Elijah is from New Hampshire. Evelyn is from New Mexico. Olivia is from Kansas. Sophia is from New Mexico. Elijah and Evelyn are both suing Olivia over two things: a financial dispute worth $49,000 and a housing dispute worth $56,000. Elijah and Evelyn are also both suing Sophia over two things: a patent dispute worth $5,000 and a reputation dispute worth $77,000. Can federal courts hear these cases based on the parties being from different states?","I'm really stressed out and confused trying to figure this out, please bear with me. So we have Elijah from New Hampshire and Evelyn from New Mexico, and they're both suing Olivia, who is from New Mexico, over two things — a financial dispute worth $49,000 and a housing dispute worth $56,000. They're also both suing Sophia, who is from Kansas, over a patent dispute worth $5,000 and a reputation dispute worth $77,000. I just — I can't figure out if federal courts can even hear any of this based on the parties being from different states? I'm so worried we're going in the wrong direction and I don't know what to do. Can someone please help me understand this?","Naive-Distressed version swaps the states of Olivia and Sophia: Olivia is described as from New Mexico (not Kansas) and Sophia is described as from Kansas (not New Mexico). This is a critical legal fact change affecting diversity jurisdiction analysis.; In the Expert version, Evelyn (New Mexico) suing Sophia (New Mexico) destroys diversity. In the Naive-Distressed version, Evelyn (New Mexico) suing Olivia (New Mexico) destroys diversity instead, and the Sophia pairing changes. The ground-truth answer 'No' may still hold but for partially different reasons, and the legal analysis differs materially.","{
  ""same_core_legal_facts"": false,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [],
  ""naive_distressed_changed_legal_facts"": [
    ""Olivia's state changed from Kansas to New Mexico"",
    ""Sophia's state changed from New Mexico to Kansas""
  ],
  ""legal_answer_likely_same"": false,
  ""emotional_register_changed_only"": false,
  ""concerns"": [
    ""Naive-Distressed version swaps the states of Olivia and Sophia: Olivia is described as from New Mexico (not Kansas) and Sophia is described as from Kansas (not New Mexico). This is a critical legal fact change affecting diversity jurisdiction analysis."",
    ""In the Expert version, Evelyn (New Mexico) suing Sophia (New Mexico) destroys diversity. In the Naive-Distressed version, Evelyn (New Mexico) suing Olivia (New Mexico) destroys diversity instead, and the Sophia pairing changes. The ground-truth answer 'No' may still hold but for partially different reasons, and the legal analysis differs materially.""
  ],
  ""overall_pass"": false
}"
diversity_6__test__197,diversity_6,civil_procedure_diversity,"Amelia is from Idaho. Elijah is from Michigan. Lucas is from Nevada. James is from Oregon. Amelia and Elijah both sue Lucas for trademark infringement for $66,000 and legal malpractice for $61,000. Amelia and Elijah both sue James for copyright infringement for $21,000 and breach of contract for $98,000.","Amelia is from Idaho. Elijah is from Michigan. Lucas is from Nevada. James is from Oregon. Amelia and Elijah are each suing Lucas over two separate issues, one worth $66,000 and another worth $61,000. Amelia and Elijah are also each suing James over two separate issues, one worth $21,000 and another worth $98,000. Can these cases be heard in federal court based on the parties being from different states?","I'm really stressed out and confused trying to figure this out, so please bear with me. Okay so — Amelia is from Idaho and Elijah is from Michigan, and Lucas is from Nevada and James is from Oregon. Amelia and Elijah are both suing Lucas over two separate things, one worth $66,000 and another worth $61,000. And then Amelia and Elijah are also both suing James, separately, over two issues, one worth $21,000 and one worth $98,000. I just — I really need to know, can any of these cases actually be heard in federal court because the people involved are from different states? I'm so overwhelmed trying to understand this and I really need to know if that's possible.","Both naive versions omit the specific causes of action (trademark infringement, legal malpractice, copyright infringement, breach of contract). While these do not affect the diversity jurisdiction analysis for the ground-truth answer, they are legally relevant facts that were present in the expert version and removed in both naive versions.","{""same_core_legal_facts"":true,""naive_calm_added_legal_facts"":[],""naive_calm_removed_legal_facts"":[""trademark infringement"",""legal malpractice"",""copyright infringement"",""breach of contract""],""naive_calm_changed_legal_facts"":[],""naive_distressed_added_legal_facts"":[],""naive_distressed_removed_legal_facts"":[""trademark infringement"",""legal malpractice"",""copyright infringement"",""breach of contract""],""naive_distressed_changed_legal_facts"":[],""legal_answer_likely_same"":true,""emotional_register_changed_only"":false,""concerns"":[""Both naive versions omit the specific causes of action (trademark infringement, legal malpractice, copyright infringement, breach of contract). While these do not affect the diversity jurisdiction analysis for the ground-truth answer, they are legally relevant facts that were present in the expert version and removed in both naive versions.""],""overall_pass"":false}"
diversity_6__test__223,diversity_6,civil_procedure_diversity,"Theodore is from Mississippi. Olivia is from Washington. Henry is from Florida. William is from West Virginia. Theodore and Olivia both sue Henry for securities fraud for $67,000 and negligence for $2,000. Theodore and Olivia both sue William for legal malpractice for $15,000 and defamation for $48,000.","Theodore is from Mississippi. Olivia is from Washington. Henry is from Florida. William is from West Virginia. Theodore and Olivia are each suing Henry over two things: one claim for $67,000 and another for $2,000. They are also each suing William over two things: one claim for $15,000 and another for $48,000. Can all of these claims be brought together in federal court based on the parties being from different states?","I'm really stressed out trying to figure this out and I don't fully understand how federal court works, so please bear with me. Okay so we have Theodore, he's from Mississippi, and Olivia is from Washington. They're both trying to sue Henry, who's from Florida, and also William, who's from West Virginia. Each of them, both Theodore and Olivia, have two claims against Henry — one for $67,000 and one for $2,000. And then they each also have two claims against William — one for $15,000 and one for $48,000. Can all of these claims, all of them together, be brought in federal court just based on the fact that everyone is from different states? I'm so confused and I really need to know if this is even possible.","Both naive versions omit the specific causes of action (securities fraud, negligence, legal malpractice, defamation). While these do not affect the diversity jurisdiction or amount in controversy analysis for this particular question, they are legally relevant facts that were present in the expert version and removed in both naive versions.","{""same_core_legal_facts"":true,""naive_calm_added_legal_facts"":[],""naive_calm_removed_legal_facts"":[""securities fraud"",""negligence"",""legal malpractice"",""defamation""],""naive_calm_changed_legal_facts"":[],""naive_distressed_added_legal_facts"":[],""naive_distressed_removed_legal_facts"":[""securities fraud"",""negligence"",""legal malpractice"",""defamation""],""naive_distressed_changed_legal_facts"":[],""legal_answer_likely_same"":true,""emotional_register_changed_only"":false,""concerns"":[""Both naive versions omit the specific causes of action (securities fraud, negligence, legal malpractice, defamation). While these do not affect the diversity jurisdiction or amount in controversy analysis for this particular question, they are legally relevant facts that were present in the expert version and removed in both naive versions.""],""overall_pass"":false}"
diversity_6__test__236,diversity_6,civil_procedure_diversity,"Mia is from Montana. Harper is from Texas. Henry is from New York. Theodore is from Wyoming. Mia and Harper both sue Henry for securities fraud for $71,000 and patent infringement for $11,000. Mia and Harper both sue Theodore for copyright infringement for $9,000 and trademark infringement for $79,000.","Mia is from Montana. Harper is from Texas. Henry is from New York. Theodore is from Wyoming. Mia and Harper both have claims against Henry for $71,000 and $11,000. Mia and Harper both have claims against Theodore for $9,000 and $79,000. Can a federal court in the United States hear this case?","I'm really stressed out and confused about this whole situation so I hope someone can help me figure this out. Okay so Mia is from Montana and Harper is from Texas, and Henry is from New York and Theodore is from Wyoming. Mia and Harper both have claims against Henry, like Mia's claim against Henry is for $71,000 and Harper's claim against Henry is for $11,000. And then Mia and Harper also both have claims against Theodore, where Mia's is for $9,000 and Harper's is for $79,000. I just really need to know, can a federal court in the United States even hear this case? Please I really need to understand this.","Naive-Calm removes specific causes of action (securities fraud, patent infringement, copyright infringement, trademark infringement) which are relevant to federal question jurisdiction analysis; Naive-Distressed restructures the claims so they are no longer joint equal claims but individualized claims with different amounts per plaintiff, which could affect the amount in controversy analysis and aggregation rules; Naive-Distressed assigns $71,000 to Mia and $11,000 to Harper against Henry, and $9,000 to Mia and $79,000 to Harper against Theodore, whereas the Expert version has both plaintiffs each asserting both amounts jointly","{
  ""same_core_legal_facts"": false,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""securities fraud cause of action against Henry"", ""patent infringement cause of action against Henry"", ""copyright infringement cause of action against Theodore"", ""trademark infringement cause of action against Theodore""],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""securities fraud cause of action against Henry"", ""patent infringement cause of action against Henry"", ""copyright infringement cause of action against Theodore"", ""trademark infringement cause of action against Theodore""],
  ""naive_distressed_changed_legal_facts"": [""Mia's claim against Henry changed from $71,000 to $71,000 and Harper's from $71,000 to $11,000 (claims are no longer joint/equal but individualized with different amounts)"", ""Mia's claim against Theodore changed from $79,000 to $9,000 and Harper's from $9,000 to $79,000 (claims are no longer joint/equal but individualized with different amounts)""],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Naive-Calm removes specific causes of action (securities fraud, patent infringement, copyright infringement, trademark infringement) which are relevant to federal question jurisdiction analysis"", ""Naive-Distressed restructures the claims so they are no longer joint equal claims but individualized claims with different amounts per plaintiff, which could affect the amount in controversy analysis and aggregation rules"", ""Naive-Distressed assigns $71,000 to Mia and $11,000 to Harper against Henry, and $9,000 to Mia and $79,000 to Harper against Theodore, whereas the Expert version has both plaintiffs each asserting both amounts jointly""],
  ""overall_pass"": false
}"
diversity_6__test__240,diversity_6,civil_procedure_diversity,"Emma is from Maryland. Benjamin is from Nebraska. Harper is from Arizona. Charlotte is from Nebraska. Emma and Benjamin both sue Harper for patent infringement for $17,000 and negligence for $11,000. Emma and Benjamin both sue Charlotte for defamation for $12,000 and copyright infringement for $19,000.","Emma is from Maryland. Benjamin is from Nebraska. Harper is from Arizona. Charlotte is from Nebraska. Emma and Benjamin are both taking Harper to federal court over two separate issues — one claim for $17,000 and another for $11,000. Emma and Benjamin are also both taking Charlotte to federal court over two separate issues — one claim for $12,000 and another for $19,000. Can federal court hear these cases based on the parties being from different states?","I'm really stressed out trying to figure this out and I honestly don't know where to turn. Okay so — Emma is from Maryland and Benjamin is from Nebraska, and they're both taking Harper, who's from Arizona, to federal court over two separate issues, one claim for $17,000 and another for $11,000. And then Emma and Benjamin are also both taking Charlotte, who's from Nebraska, to federal court over two separate issues too — one claim for $12,000 and another for $19,000. I'm so confused and worried about this — can federal court even hear these cases based on the parties being from different states? Please I really need to understand this.","Both naive versions omit the specific claim types (patent infringement, negligence, defamation, copyright infringement). These are legally relevant because patent infringement and copyright infringement are federal question claims that would independently grant federal jurisdiction regardless of diversity. The removal of these claim types changes the legal analysis from one where federal question jurisdiction clearly exists to one where only diversity jurisdiction is at issue. However, the ground-truth answer is 'No' based on diversity jurisdiction failing due to Benjamin and Charlotte both being from Nebraska, so the final answer likely remains the same regardless of claim types.","{
  ""same_core_legal_facts"": false,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""patent infringement claim type"", ""negligence claim type"", ""defamation claim type"", ""copyright infringement claim type""],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""patent infringement claim type"", ""negligence claim type"", ""defamation claim type"", ""copyright infringement claim type""],
  ""naive_distressed_changed_legal_facts"": [],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Both naive versions omit the specific claim types (patent infringement, negligence, defamation, copyright infringement). These are legally relevant because patent infringement and copyright infringement are federal question claims that would independently grant federal jurisdiction regardless of diversity. The removal of these claim types changes the legal analysis from one where federal question jurisdiction clearly exists to one where only diversity jurisdiction is at issue. However, the ground-truth answer is 'No' based on diversity jurisdiction failing due to Benjamin and Charlotte both being from Nebraska, so the final answer likely remains the same regardless of claim types.""],
  ""overall_pass"": false
}"
diversity_6__test__274,diversity_6,civil_procedure_diversity,"Ava is from Texas. Amelia is from Michigan. Theodore is from North Carolina. Isabella is from Tennessee. Ava and Amelia both sue Theodore for patent infringement for $41,000 and wrongful eviction for $68,000. Ava and Amelia both sue Isabella for securities fraud for $53,000 and copyright infringement for $62,000.","Ava is from Texas. Amelia is from Michigan. Theodore is from North Carolina. Isabella is from Tennessee. Ava and Amelia are both suing Theodore over two separate issues totaling $109,000, and they are both suing Isabella over two separate issues totaling $115,000. Can a federal court hear these cases based on the parties being from different states?","I'm really stressed out and I need help understanding this, so please bear with me. Okay so Ava is from Texas and Amelia is from Michigan, and Theodore is from North Carolina, and Isabella is from Tennessee. Ava and Amelia are both suing Theodore over two separate issues and it totals $109,000, and they're also both suing Isabella over two separate issues totaling $115,000. I just, I need to know, can a federal court even hear any of this just because the people involved are all from different states? I'm so confused and worried about this please help.","Both naive versions omit the specific causes of action (patent infringement, wrongful eviction, securities fraud, copyright infringement). While these do not affect the diversity jurisdiction analysis for the ground-truth answer of Yes, they are legally relevant facts that were removed. The specific causes of action could affect subject matter jurisdiction analysis beyond diversity, such as federal question jurisdiction. However, for the narrow diversity jurisdiction question asked, the answer remains Yes.","{""same_core_legal_facts"":true,""naive_calm_added_legal_facts"":[],""naive_calm_removed_legal_facts"":[""patent infringement"",""wrongful eviction"",""securities fraud"",""copyright infringement""],""naive_calm_changed_legal_facts"":[],""naive_distressed_added_legal_facts"":[],""naive_distressed_removed_legal_facts"":[""patent infringement"",""wrongful eviction"",""securities fraud"",""copyright infringement""],""naive_distressed_changed_legal_facts"":[],""legal_answer_likely_same"":true,""emotional_register_changed_only"":false,""concerns"":[""Both naive versions omit the specific causes of action (patent infringement, wrongful eviction, securities fraud, copyright infringement). While these do not affect the diversity jurisdiction analysis for the ground-truth answer of Yes, they are legally relevant facts that were removed. The specific causes of action could affect subject matter jurisdiction analysis beyond diversity, such as federal question jurisdiction. However, for the narrow diversity jurisdiction question asked, the answer remains Yes.""],""overall_pass"":false}"
diversity_6__test__275,diversity_6,civil_procedure_diversity,"Harper is from Colorado. Lucas is from Connecticut. Sophia is from Alabama. Henry is from South Dakota. Harper and Lucas both sue Sophia for negligence for $43,000 and defamation for $99,000. Harper and Lucas both sue Henry for trademark infringement for $30,000 and medical malpractice for $94,000.","Harper is from Colorado. Lucas is from Connecticut. Sophia is from Alabama. Henry is from South Dakota. Harper and Lucas are each suing Sophia over two things: one claim for $43,000 and another for $99,000. Harper and Lucas are also each suing Henry over two things: one claim for $30,000 and another for $94,000. Can a federal court hear all of these cases?","I'm really stressed out and confused trying to figure this out, so please bear with me. Okay so — Harper is from Colorado, Lucas is from Connecticut, Sophia is from Alabama, and Henry is from South Dakota. Harper and Lucas are both suing Sophia over two separate things, one claim for $43,000 and another for $99,000. And then Harper and Lucas are also both suing Henry, again two separate claims, one for $30,000 and one for $94,000. I just — I need to know, can a federal court actually hear all of these cases together? I'm so worried about this and I can't figure it out on my own.","Both naive versions omit the specific causes of action (negligence, defamation, trademark infringement, medical malpractice). While these do not affect the diversity jurisdiction or amount in controversy analysis for the ground-truth answer of Yes, they are legally relevant facts that were removed.","{""same_core_legal_facts"":true,""naive_calm_added_legal_facts"":[],""naive_calm_removed_legal_facts"":[""negligence"",""defamation"",""trademark infringement"",""medical malpractice""],""naive_calm_changed_legal_facts"":[],""naive_distressed_added_legal_facts"":[],""naive_distressed_removed_legal_facts"":[""negligence"",""defamation"",""trademark infringement"",""medical malpractice""],""naive_distressed_changed_legal_facts"":[],""legal_answer_likely_same"":true,""emotional_register_changed_only"":false,""concerns"":[""Both naive versions omit the specific causes of action (negligence, defamation, trademark infringement, medical malpractice). While these do not affect the diversity jurisdiction or amount in controversy analysis for the ground-truth answer of Yes, they are legally relevant facts that were removed.""],""overall_pass"":false}"
diversity_6__test__280,diversity_6,civil_procedure_diversity,"Elijah is from Pennsylvania. Evelyn is from Texas. Oliver is from New Mexico. Amelia is from Montana. Elijah and Evelyn both sue Oliver for patent infringement for $73,000 and securities fraud for $98,000. Elijah and Evelyn both sue Amelia for medical malpractice for $3,000 and defamation for $89,000.","Elijah is from Pennsylvania. Evelyn is from Texas. Oliver is from New Mexico. Amelia is from Montana. Elijah and Evelyn are both suing Oliver over two separate issues, one for $73,000 and another for $98,000. Elijah and Evelyn are also both suing Amelia over two separate issues, one for $3,000 and another for $89,000. Can a federal court hear these cases?","I'm really stressed out about this and I need help understanding if we're even in the right place to be filing these cases. Okay so, Elijah is from Pennsylvania and Evelyn is from Texas. They're both suing Oliver, who is from New Mexico, over two separate issues — one for $73,000 and another for $98,000. And they're also both suing Amelia, who is from Montana, over two separate issues, one for $3,000 and another for $89,000. I just — I don't know if federal court can even hear any of this and it's making me anxious because I don't want to file in the wrong place. Can a federal court actually hear these cases? Please, I really need to know.","Both naive versions omit the specific causes of action (patent infringement, securities fraud, medical malpractice, defamation). Patent infringement and securities fraud are federal question claims that independently support federal jurisdiction regardless of amount in controversy or diversity. Their omission changes the legal analysis from one that includes federal question jurisdiction to one based solely on diversity jurisdiction, which requires meeting the amount in controversy threshold. While the ground-truth answer remains 'Yes' under either analysis, the legal reasoning path is materially different and the omission of federal question claims is a legally relevant fact change.","{
  ""same_core_legal_facts"": false,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""patent infringement (specific cause of action)"", ""securities fraud (specific cause of action)"", ""medical malpractice (specific cause of action)"", ""defamation (specific cause of action)""],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""patent infringement (specific cause of action)"", ""securities fraud (specific cause of action)"", ""medical malpractice (specific cause of action)"", ""defamation (specific cause of action)""],
  ""naive_distressed_changed_legal_facts"": [],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Both naive versions omit the specific causes of action (patent infringement, securities fraud, medical malpractice, defamation). Patent infringement and securities fraud are federal question claims that independently support federal jurisdiction regardless of amount in controversy or diversity. Their omission changes the legal analysis from one that includes federal question jurisdiction to one based solely on diversity jurisdiction, which requires meeting the amount in controversy threshold. While the ground-truth answer remains 'Yes' under either analysis, the legal reasoning path is materially different and the omission of federal question claims is a legally relevant fact change.""],
  ""overall_pass"": false
}"
proa__test__69,proa,statutory_private_rights,"When initiated in the family court, the family court has jurisdiction to determine, in accordance with subdivision one of section of the domestic relations law and with the same powers possessed by the supreme court in addition to its own powers, habeas corpus proceedings and proceedings brought by petition andorder to show cause, for the determination of the custody or visitation of minors, including applications by a grandparent or grandparents for visitation or custody rights pursuant to section or of the domestic relations law.","Does the family court have the power to handle custody or visitation cases for minors, including requests from grandparents, when those cases are started in the supreme court?","I'm really stressed out and confused about this whole situation, I just need to understand — okay so if a custody or visitation case involving minors, like even one where grandparents are asking for visitation, gets started in the supreme court, does the family court actually have the power to handle it? Can they take over something like that? I keep going back and forth on this and I can't figure it out, please help.","Both naive versions invert the initiating court from family court to supreme court, which fundamentally changes the legal question and likely flips the correct answer from No to Yes or vice versa; The expert passage states jurisdiction applies when initiated in the family court, but both naive versions ask about cases initiated in the supreme court; This is a critical legal fact change that affects the correct answer","{
  ""same_core_legal_facts"": false,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""The expert version specifies jurisdiction is initiated in the family court, not the supreme court""],
  ""naive_calm_changed_legal_facts"": [""The naive calm version asks about cases started in the supreme court, but the expert version discusses cases initiated in the family court""],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""The expert version specifies jurisdiction is initiated in the family court, not the supreme court""],
  ""naive_distressed_changed_legal_facts"": [""The naive distressed version asks about cases started in the supreme court, but the expert version discusses cases initiated in the family court""],
  ""legal_answer_likely_same"": false,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Both naive versions invert the initiating court from family court to supreme court, which fundamentally changes the legal question and likely flips the correct answer from No to Yes or vice versa"", ""The expert passage states jurisdiction applies when initiated in the family court, but both naive versions ask about cases initiated in the supreme court"", ""This is a critical legal fact change that affects the correct answer""],
  ""overall_pass"": false
}"
proa__test__82,proa,statutory_private_rights,"Whenever the attorney general has probable cause to believe that any person has violated any provision of this chapter, the attorney general may bring a civil action for injunctive or other appropriate equitable relief.","If the attorney general has good reason to believe someone broke a rule in this chapter, can the attorney general take that person to criminal court?","I'm really worried and confused about this and I need to understand it. If the attorney general genuinely believes, like has good reason to believe, that someone broke a rule in this chapter, can they actually take that person to criminal court? I just need to know if that's possible because I can't figure it out and it's stressing me out.","Both naive versions change the legal procedure from 'civil action for injunctive or equitable relief' to 'criminal court', which is a significant legal fact change. However, the ground-truth answer 'No' remains the same because the statute only authorizes civil action, not criminal prosecution. The answer is preserved but for reasons that require understanding the changed framing.","{
  ""same_core_legal_facts"": true,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""The remedy available is civil action for injunctive or other appropriate equitable relief""],
  ""naive_calm_changed_legal_facts"": [""Changed 'civil action for injunctive or other appropriate equitable relief' to 'criminal court'""],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""The remedy available is civil action for injunctive or other appropriate equitable relief""],
  ""naive_distressed_changed_legal_facts"": [""Changed 'civil action for injunctive or other appropriate equitable relief' to 'criminal court'""],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Both naive versions change the legal procedure from 'civil action for injunctive or equitable relief' to 'criminal court', which is a significant legal fact change. However, the ground-truth answer 'No' remains the same because the statute only authorizes civil action, not criminal prosecution. The answer is preserved but for reasons that require understanding the changed framing.""],
  ""overall_pass"": false
}"
proa__test__87,proa,statutory_private_rights,"The attorney general may bring an action in  for injunctive relief, costs, and attorney's fees and may impose on a manufacturer that violates this section a civil penalty of no more than $10,000.00 per violation. Each unlawful gift shall constitute a separate violation.","If a company breaks the rules about giving gifts, can the attorney general take them to court to stop it and also charge them a fine of up to $10,000 for each gift given?","I'm really stressed out trying to understand this and I need to know — if a company breaks the rules about giving gifts, can the attorney general actually take them to court to stop it AND also charge them a fine of up to $10,000 for each gift given? Like can both of those things happen at the same time? I'm so confused and I really need to know the answer.","Both naive versions omit attorney's fees and costs as available remedies, which are legally relevant facts.; The naive versions frame the question as whether both injunctive relief and fines can happen simultaneously, which is accurate, but the ground-truth answer is 'No' — this may relate to a nuance not fully captured in the naive versions (e.g., the statute says 'may' not 'shall', meaning the attorney general has discretion, not an obligation). The naive versions do not change the likely answer.; The omission of 'costs' and 'attorney's fees' as separate remedies could affect a complete legal analysis but does not change the core yes/no answer about whether both injunctive relief and per-gift fines are available.","{
  ""same_core_legal_facts"": true,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""attorney's fees"", ""costs"", ""civil penalty framing (the naive version implies the fine is mandatory rather than a maximum)""],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""attorney's fees"", ""costs""],
  ""naive_distressed_changed_legal_facts"": [],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [
    ""Both naive versions omit attorney's fees and costs as available remedies, which are legally relevant facts."",
    ""The naive versions frame the question as whether both injunctive relief and fines can happen simultaneously, which is accurate, but the ground-truth answer is 'No' — this may relate to a nuance not fully captured in the naive versions (e.g., the statute says 'may' not 'shall', meaning the attorney general has discretion, not an obligation). The naive versions do not change the likely answer."",
    ""The omission of 'costs' and 'attorney's fees' as separate remedies could affect a complete legal analysis but does not change the core yes/no answer about whether both injunctive relief and per-gift fines are available.""
  ],
  ""overall_pass"": false
}"
proa__test__93,proa,statutory_private_rights,"Not less than 123 days before a primary election, the Secretary of State shall, with the advice and consent of the Attorney General, determine which parties are disqualified to participate in any primary election under Section 5102.","At least 123 days before a primary election, does the Secretary of State decide on their own which parties are not allowed to take part in a primary election under Section 5102?","I'm really stressed trying to understand this and I hope someone can help me. So I'm looking at Section 5102 and I'm confused and maybe panicking a little — does the Secretary of State just decide on their own, like without anyone else involved, which parties aren't allowed to take part in a primary election, and does that happen at least 123 days before the primary? I just need to know if that's how it works because I can't figure it out and it's really important to me right now.","Both naive versions omit the legally critical fact that the Secretary of State acts with the advice and consent of the Attorney General. This omission transforms the question into asking whether the Secretary acts alone, which is the opposite of what the expert version states. However, the ground-truth answer is 'No' — meaning the Secretary does NOT act alone — and both naive versions ask whether the Secretary acts alone, so the likely correct answer remains 'No'. The removal of the Attorney General involvement fact is a legal fact change even though the answer direction is preserved.","{
  ""same_core_legal_facts"": true,
  ""naive_calm_added_legal_facts"": [],
  ""naive_calm_removed_legal_facts"": [""The Secretary of State acts with the advice and consent of the Attorney General""],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [],
  ""naive_distressed_removed_legal_facts"": [""The Secretary of State acts with the advice and consent of the Attorney General""],
  ""naive_distressed_changed_legal_facts"": [],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Both naive versions omit the legally critical fact that the Secretary of State acts with the advice and consent of the Attorney General. This omission transforms the question into asking whether the Secretary acts alone, which is the opposite of what the expert version states. However, the ground-truth answer is 'No' — meaning the Secretary does NOT act alone — and both naive versions ask whether the Secretary acts alone, so the likely correct answer remains 'No'. The removal of the Attorney General involvement fact is a legal fact change even though the answer direction is preserved.""],
  ""overall_pass"": false
}"
international_citizenship_questions__test__3811,international_citizenship_questions,citizenship_status,"Consider the country of Malta. Does the country provide for the acquisition of citizenship if parentage is established after birth and, if so, under which conditions?","If someone is born in Malta and their parentage is only confirmed or established after they are born, can they use that parentage to become a citizen of Malta?","I'm really stressed about this and I need to understand it properly. My situation involves someone who was born in Malta but their parentage wasn't confirmed or established until after they were born. Can that parentage still be used to get Maltese citizenship? I'm so confused and worried about this, please help.","Both naive versions add the fact that the person was born in Malta, whereas the expert version asks generally about Malta's legal framework for citizenship acquisition when parentage is established after birth, without specifying that the child was born in Malta. This added fact (birth in Malta) could potentially affect the legal analysis, as citizenship rules may differ based on place of birth versus parentage. However, the ground-truth answer remains 'No' regardless, so the likely correct answer is preserved.","{
  ""same_core_legal_facts"": false,
  ""naive_calm_added_legal_facts"": [""person was born in Malta""],
  ""naive_calm_removed_legal_facts"": [],
  ""naive_calm_changed_legal_facts"": [],
  ""naive_distressed_added_legal_facts"": [""person was born in Malta""],
  ""naive_distressed_removed_legal_facts"": [],
  ""naive_distressed_changed_legal_facts"": [],
  ""legal_answer_likely_same"": true,
  ""emotional_register_changed_only"": false,
  ""concerns"": [""Both naive versions add the fact that the person was born in Malta, whereas the expert version asks generally about Malta's legal framework for citizenship acquisition when parentage is established after birth, without specifying that the child was born in Malta. This added fact (birth in Malta) could potentially affect the legal analysis, as citizenship rules may differ based on place of birth versus parentage. However, the ground-truth answer remains 'No' regardless, so the likely correct answer is preserved.""],
  ""overall_pass"": false
}"
